target,gr_code,model,gdt_ts,lddt,tm_score,inf_all,global_rmsd,clashscore
R1189,229,1,17.585,0.5183297474365683,0.2125,0.67,22.39,5.75
R1189,229,2,16.525,0.5182202322110445,0.213,0.7,16.6,3.92
R1189,229,3,16.102,0.5354209067473009,0.2108,0.7,16.29,1.57
R1189,229,4,19.915,0.5498090752262992,0.2297,0.73,26.53,12.52
R1189,229,5,18.432,0.5319222344982653,0.2056,0.7,28.42,7.31
R1189,232,1,19.915,0.4970615029753251,0.2262,0.66,22.0,18.02
R1189,232,2,20.763,0.5046325909557868,0.2375,0.67,21.98,18.28
R1189,232,3,19.703,0.4775241805741311,0.2333,0.63,22.26,16.71
R1189,232,4,20.975,0.5001259909674168,0.2775,0.65,25.78,15.15
R1189,232,5,19.915,0.4932633598883526,0.2093,0.65,22.99,13.85
R1189,235,1,18.008,0.4563509139190944,0.2473,0.56,26.87,141.33
R1189,235,2,17.797,0.4347880444263534,0.2494,0.5,22.84,162.49
R1189,235,3,17.797,0.5248328196778508,0.2109,0.66,24.0,143.86
R1189,235,4,16.949,0.4530547963792134,0.2367,0.54,26.03,162.06
R1189,235,5,13.559,0.4695092167238471,0.191,0.57,25.85,168.28
R1189,238,1,18.008,0.4994844061948789,0.2268,0.62,23.02,327.67
R1189,238,2,16.102,0.3920741989881956,0.2475,0.52,24.19,425.91
R1189,239,1,17.585,0.518337500726871,0.2125,0.67,22.39,6.01
R1189,239,2,16.525,0.5182134480820298,0.213,0.7,16.6,3.92
R1189,239,3,16.102,0.5354218759085887,0.2108,0.7,16.29,1.83
R1189,239,4,19.915,0.5498090752262992,0.2297,0.73,26.53,12.52
R1189,239,5,18.432,0.5319193270144017,0.2056,0.7,28.42,8.09
R1189,245,1,12.5,0.4223701808454963,0.1498,0.58,27.76,9.66
R1189,245,2,13.771,0.434030160299277,0.1901,0.61,26.34,8.87
R1189,245,3,16.314,0.4321713089492353,0.1749,0.61,27.45,12.0
R1189,245,4,12.712,0.4248570487100463,0.1373,0.58,28.16,10.18
R1189,245,5,14.619,0.4310480510166501,0.1922,0.59,26.69,14.1
R1189,248,1,2.542,0.0117404198406698,0.0352,0.03,30.29,1.13
R1189,248,2,2.754,0.0113304646159213,0.0392,0.04,30.34,1.74
R1189,248,3,2.542,0.0108875579073869,0.0366,0.03,29.92,0.57
R1189,248,4,2.754,0.0143116047372603,0.0369,0.03,29.15,2.61
R1189,248,5,2.966,0.0141710763505262,0.0359,0.04,29.26,1.74
R1189,257,1,17.797,0.4643251729952898,0.2399,0.64,26.43,2.87
R1189,257,2,18.432,0.4775018898645112,0.2489,0.64,25.85,4.18
R1189,257,3,18.856,0.4712469229129111,0.2308,0.64,26.79,2.61
R1189,257,4,18.008,0.4788412707642805,0.2226,0.62,26.18,3.13
R1189,257,5,18.008,0.469862960593902,0.2268,0.66,26.08,2.87
R1189,287,1,19.703,0.5355032854567657,0.2166,0.69,21.2,0.26
R1189,287,2,19.492,0.53143959217693,0.2305,0.71,24.04,0.26
R1189,287,3,19.703,0.5330290166889574,0.2598,0.72,21.67,0.78
R1189,287,4,19.068,0.5276026826384447,0.2479,0.7,25.24,0.0
R1189,287,5,19.915,0.541382217828691,0.2599,0.71,27.59,0.52
R1189,385,1,12.5,0.4223701808454963,0.1498,0.58,27.76,9.66
R1189,392,1,17.797,0.5022755907038049,0.2525,0.66,20.55,3.13
R1189,392,2,17.585,0.492723537051036,0.2023,0.69,23.52,2.35
R1189,392,3,16.949,0.5049068636002404,0.2078,0.7,21.79,1.83
R1189,392,4,17.585,0.4955893469791242,0.2541,0.69,21.29,2.61
R1189,392,5,17.373,0.502101141671997,0.2327,0.67,22.42,0.78
R1189,434,1,15.466,0.3901426605415673,0.1779,0.47,33.42,0.0
R1189,434,2,16.314,0.3971138376848675,0.2464,0.43,28.27,0.52
R1189,434,3,14.831,0.4189490414994863,0.1781,0.56,29.23,1.04
R1189,434,4,17.797,0.4639578608672055,0.2383,0.58,25.63,0.78
R1189,434,5,17.585,0.472197670136264,0.1844,0.59,30.78,0.52
R1189,439,1,15.89,0.4096916128782152,0.2331,0.52,21.32,102.71
R1189,439,2,18.008,0.4219931771045337,0.2508,0.51,24.86,75.47
R1189,439,3,16.102,0.5354209067473009,0.2108,0.7,16.29,1.57
R1189,439,4,19.915,0.5498090752262992,0.2297,0.73,26.53,17.5
R1189,439,5,18.432,0.5319222344982653,0.2056,0.7,28.42,7.31
R1189,444,1,20.551,0.5221802252330833,0.2534,0.74,24.89,0.0
R1189,444,2,21.398,0.5410100598941676,0.2597,0.7,22.45,0.0
R1189,444,3,21.186,0.53116822701634,0.2883,0.73,26.39,0.0
R1189,444,4,21.398,0.5245401329689287,0.2701,0.71,27.59,0.0
R1189,444,5,20.763,0.5215308871702429,0.2514,0.74,24.91,0.0
R1189,470,1,18.644,0.4783053245721153,0.192,0.57,26.43,193.94
R1189,470,2,19.28,0.4860838130681708,0.2323,0.64,30.29,143.01
R1189,470,3,18.008,0.4939786009187649,0.2357,0.62,26.6,198.01
R1189,470,4,18.008,0.4948382469810626,0.2076,0.63,24.3,230.25
R1189,470,5,17.373,0.483970072299432,0.2143,0.62,23.35,220.16
R1189,489,1,18.644,0.4783053245721153,0.192,0.57,26.43,193.94
R1189,489,2,19.28,0.4860838130681708,0.2323,0.64,30.29,143.01
R1189,489,3,18.008,0.4939786009187649,0.2357,0.62,26.6,198.01
R1189,489,4,18.008,0.4948382469810626,0.2076,0.63,24.3,230.25
R1189,489,5,17.373,0.483970072299432,0.2143,0.62,23.35,220.16
R1189,494,1,21.398,0.5380260122889652,0.2543,0.71,22.37,3.92
R1189,494,2,21.398,0.5403258320249656,0.2543,0.72,22.37,2.09
R1189,494,3,21.61,0.5377139423542866,0.2554,0.69,22.36,4.67
R1189,494,4,21.61,0.5384698881587874,0.2545,0.69,22.37,4.7
R1189,494,5,20.763,0.5270434765753716,0.2814,0.68,26.48,4.96
R1190,029,1,9.958,0.3175858527479908,0.2604,0.31,29.01,0.0
R1190,029,2,12.288,0.3485851966978811,0.2091,0.38,30.14,19.85
R1190,029,3,11.017,0.3164367887909152,0.2161,0.38,29.53,8.62
R1190,035,1,20.975,0.5740243207147823,0.2643,0.67,27.93,12.54
R1190,035,2,20.975,0.5740272495099149,0.2643,0.67,27.93,12.54
R1190,035,3,20.975,0.5740311545700919,0.2643,0.67,27.93,12.27
R1190,035,4,23.941,0.4784050172213154,0.2738,0.52,27.18,17.5
R1190,035,5,20.975,0.574758472028054,0.2538,0.68,25.09,15.15
R1190,054,1,21.61,0.5448457110724076,0.2263,0.66,29.47,6.53
R1190,054,2,21.61,0.5448457110724076,0.2263,0.66,29.47,6.53
R1190,054,3,21.61,0.5448457110724076,0.2263,0.66,29.47,6.53
R1190,054,4,21.61,0.5448457110724076,0.2263,0.66,29.47,6.53
R1190,054,5,19.492,0.5696574871718774,0.2247,0.69,29.49,7.57
R1190,076,1,24.153,0.5420213762994087,0.2654,0.61,27.56,3.92
R1190,076,2,21.61,0.5274799084653895,0.2489,0.61,27.5,4.18
R1190,076,3,23.941,0.5246096892353111,0.2557,0.59,29.84,3.14
R1190,076,4,21.398,0.52416548864018,0.2422,0.61,27.32,8.1
R1190,076,5,22.246,0.5597327767320894,0.2568,0.67,26.44,4.18
R1190,081,1,23.305,0.577967455228485,0.2483,0.74,23.81,10.19
R1190,081,2,24.153,0.5733497215692094,0.2585,0.74,23.54,8.1
R1190,081,3,23.305,0.5753051804528307,0.3074,0.75,22.43,10.45
R1190,081,4,23.517,0.5821644186536915,0.2367,0.75,25.51,10.19
R1190,081,5,25.847,0.5877427971165036,0.2696,0.75,23.67,10.19
R1190,097,1,11.864,0.3738929154398269,0.1651,0.47,29.6,1.04
R1190,119,1,20.339,0.5321288826060809,0.2452,0.7,20.68,0.52
R1190,119,2,18.008,0.5201989237654152,0.226,0.68,23.63,1.04
R1190,119,3,22.034,0.5768584181382235,0.2466,0.71,27.15,1.83
R1190,119,4,21.398,0.5525621099821149,0.2494,0.74,27.38,3.13
R1190,119,5,23.517,0.5740663001116847,0.2459,0.74,20.9,1.83
R1190,125,1,21.61,0.5448457110724076,0.2263,0.66,29.47,6.53
R1190,125,2,21.61,0.5448457110724076,0.2263,0.66,29.47,6.53
R1190,125,3,21.61,0.5448457110724076,0.2263,0.66,29.47,6.53
R1190,125,4,21.61,0.5448457110724076,0.2263,0.66,29.47,6.53
R1190,125,5,21.61,0.5448457110724076,0.2263,0.66,29.47,6.53
R1190,131,1,22.881,0.5595306898679309,0.2109,0.73,24.84,5.48
R1190,131,2,23.305,0.572768843867884,0.2643,0.72,26.98,5.22
R1190,131,3,24.788,0.5742185974585868,0.264,0.72,26.07,5.74
R1190,131,4,22.881,0.5797169221877709,0.2323,0.73,27.55,5.48
R1190,131,5,23.305,0.5727327220612469,0.2711,0.7,22.3,4.96
R1190,147,1,19.28,0.4673966525824163,0.2356,0.53,29.13,0.52
R1190,147,2,16.102,0.4833624911159881,0.2143,0.57,22.06,1.04
R1190,147,4,19.28,0.5373294464967705,0.2711,0.65,20.78,0.78
R1190,147,5,17.585,0.4840351377314724,0.2394,0.54,23.05,0.78
R1190,177,1,13.771,0.4600639258350971,0.2343,0.53,24.91,273.99
R1190,177,2,11.229,0.427998500456892,0.1365,0.44,28.71,302.58
R1190,177,3,14.195,0.4610314044939432,0.2324,0.55,24.8,289.2
R1190,185,1,19.28,0.5024514015260975,0.2414,0.67,26.5,0.0
R1190,185,2,19.703,0.5001474160216809,0.2038,0.63,27.05,0.0
R1190,185,3,18.008,0.4912263060473762,0.1951,0.65,23.94,0.0
R1190,185,4,19.703,0.501231070220792,0.2216,0.68,22.24,0.0
R1190,185,5,18.22,0.501074867813713,0.1923,0.68,32.18,0.0
R1190,227,1,17.161,0.4478742804926623,0.2305,0.56,29.8,0.78
R1190,227,2,19.068,0.499213130374339,0.2613,0.56,20.1,1.04
R1190,227,3,20.551,0.5137838861596857,0.2361,0.65,22.83,0.52
R1190,227,4,19.068,0.5157725380548114,0.241,0.62,32.73,1.31
R1190,229,1,21.398,0.5675536360015307,0.2369,0.69,22.58,6.53
R1190,229,2,18.644,0.5670674560094972,0.2202,0.7,16.18,3.92
R1190,229,3,20.339,0.5847417583704965,0.2409,0.72,15.96,2.09
R1190,229,4,23.729,0.6027431095213177,0.2673,0.74,27.0,15.91
R1190,229,5,23.093,0.5874342973625224,0.2411,0.69,28.91,8.1
R1190,232,1,20.127,0.5562123649825443,0.2572,0.68,23.94,13.84
R1190,232,2,22.034,0.561017541530315,0.2664,0.68,24.01,14.1
R1190,232,3,21.398,0.5514023071095525,0.269,0.68,23.59,15.93
R1190,232,4,21.61,0.552019306617515,0.2556,0.67,21.93,12.27
R1190,232,5,22.881,0.5759368239364568,0.2737,0.69,22.87,14.89
R1190,235,1,18.22,0.5470960019993908,0.2117,0.66,28.29,128.1
R1190,235,2,19.28,0.547093073204258,0.201,0.68,26.61,141.89
R1190,235,3,18.432,0.4932735338451565,0.2522,0.56,30.06,121.89
R1190,235,4,22.246,0.5674530807019736,0.2504,0.67,25.93,146.03
R1190,235,5,18.856,0.5162099047946329,0.2568,0.61,19.93,151.92
R1190,238,1,20.975,0.5420887385874616,0.2651,0.65,23.29,327.67
R1190,239,1,21.398,0.5675536360015307,0.2369,0.69,22.58,6.53
R1190,239,2,18.644,0.5670674560094972,0.2202,0.7,16.18,3.66
R1190,239,3,20.339,0.5847417583704965,0.2409,0.72,15.96,2.09
R1190,239,4,23.729,0.6027431095213177,0.2673,0.74,27.0,14.26
R1190,239,5,23.093,0.5874342973625224,0.2411,0.69,28.91,8.1
R1190,245,1,13.771,0.4193175516834714,0.2264,0.54,21.78,11.75
R1190,245,2,12.924,0.4258575512148642,0.1403,0.54,29.45,10.18
R1190,245,3,14.619,0.4083911933082889,0.1808,0.46,32.06,7.31
R1190,245,4,18.22,0.4510871687532705,0.1858,0.54,26.81,9.92
R1190,245,5,11.229,0.4024760034052125,0.1368,0.5,28.97,11.23
R1190,248,1,3.178,0.0140416201313662,0.0364,0.04,30.53,3.48
R1190,248,2,2.754,0.0140064745897734,0.0355,0.04,30.66,1.74
R1190,248,3,2.754,0.0143081404884449,0.0297,0.06,30.45,0.29
R1190,248,4,2.966,0.0170953771897624,0.0407,0.07,29.03,0.0
R1190,248,5,2.754,0.0117805902888963,0.0383,0.06,30.26,0.0
R1190,257,1,17.373,0.4958010840447051,0.1803,0.69,22.87,5.48
R1190,257,2,17.585,0.4970116526995681,0.2449,0.7,24.19,3.92
R1190,257,3,20.339,0.5191240559517022,0.2292,0.66,24.37,2.35
R1190,257,4,17.797,0.5036932106623763,0.2267,0.65,25.9,3.66
R1190,257,5,19.915,0.5125938190707519,0.243,0.7,27.07,3.13
R1190,287,1,22.881,0.5926924608908223,0.2735,0.71,18.81,0.78
R1190,287,2,21.822,0.5783413647404306,0.2676,0.72,20.23,0.52
R1190,287,3,19.492,0.585551082092175,0.2464,0.75,19.59,0.0
R1190,287,4,21.822,0.5820980326306828,0.2516,0.74,27.7,0.26
R1190,287,5,19.28,0.5681169409320598,0.2435,0.73,19.5,0.52
R1190,385,1,13.771,0.4193175516834714,0.2264,0.54,21.78,11.75
R1190,392,1,18.432,0.5376145158896899,0.2667,0.67,22.63,2.09
R1190,392,2,18.856,0.5459156975608994,0.2607,0.69,22.78,1.83
R1190,392,3,18.856,0.530646912268918,0.2249,0.68,21.85,2.35
R1190,392,4,17.161,0.5245257304415061,0.2466,0.67,23.22,2.61
R1190,392,5,17.797,0.5340765313693484,0.2673,0.65,22.49,1.57
R1190,434,1,18.008,0.4938241473301104,0.2664,0.58,24.84,3.13
R1190,434,2,16.314,0.4468423683408961,0.2063,0.58,27.13,0.0
R1190,434,3,16.102,0.481999625114223,0.2019,0.62,23.66,0.52
R1190,434,4,20.975,0.4905087512398566,0.2425,0.6,26.61,1.04
R1190,434,5,20.763,0.5085472004623591,0.2743,0.62,21.33,0.52
R1190,439,1,21.398,0.5675536360015307,0.2369,0.69,22.58,6.53
R1190,439,2,18.644,0.5670674560094972,0.2202,0.7,16.18,3.92
R1190,439,3,20.339,0.5847417583704965,0.2409,0.72,15.96,2.09
R1190,439,4,23.729,0.6027431095213177,0.2673,0.74,27.0,15.91
R1190,439,5,23.093,0.5874430837479205,0.2411,0.69,28.91,8.62
R1190,444,1,23.305,0.5628041065612821,0.2134,0.76,24.81,0.0
R1190,444,2,23.729,0.5763536891103492,0.2697,0.73,27.02,0.0
R1190,444,3,24.788,0.5783774865470677,0.2631,0.76,26.09,0.26
R1190,444,4,23.305,0.5796778715860011,0.2481,0.74,27.57,0.26
R1190,444,5,23.941,0.5797715930302486,0.2729,0.73,22.29,0.0
R1190,470,1,19.492,0.5233561649185013,0.2608,0.62,28.12,204.82
R1190,470,2,20.339,0.5326170151282031,0.2139,0.6,26.53,180.56
R1190,470,3,19.915,0.5273715430454783,0.2497,0.62,30.17,186.49
R1190,470,4,19.915,0.5314747850264373,0.2178,0.62,24.46,187.79
R1190,470,5,20.127,0.5402992447613618,0.2217,0.65,25.03,233.06
R1190,489,1,19.492,0.5233561649185013,0.2608,0.62,28.12,204.82
R1190,489,2,20.339,0.5326170151282031,0.2139,0.6,26.53,180.56
R1190,489,3,19.915,0.5273715430454783,0.2497,0.62,30.17,186.49
R1190,489,4,19.915,0.5314747850264373,0.2178,0.62,24.46,187.79
R1190,489,5,20.127,0.5402992447613618,0.2217,0.65,25.03,233.06
R1190,494,1,23.093,0.5614529557400479,0.2633,0.71,27.12,4.99
R1190,494,2,24.364,0.5556471075219269,0.2579,0.72,26.03,4.18
R1190,494,3,24.364,0.5546972016338771,0.2579,0.7,26.06,3.5
R1190,494,4,23.305,0.5723002366466468,0.2699,0.69,22.34,3.91
R1190,494,5,23.305,0.5726165465209819,0.2702,0.72,22.33,2.83
